LOCUS_ID	CATEGORY	TRAIT	CHR	BP	MARKER	GENE
667	Kidney-related	BUN	16	53802494	rs11642015	FTO
668	Electrolyte	K	16	56829422	rs118070237	NUP93
669	Hematological	MCHC	16	57288196	rs80305714	ARL2BP
670	Liver-related	AST	16	58764855	rs73550818	GOT2
671	Metabolic	HDL-C	16	68029739	rs56303487	DPEP2
672	Kidney-related	BUN	16	69627247	rs11648249	NFAT5
673	Liver-related	ALP	16	79742390	rs17689159	MAF,MAFTRR
674	Kidney-related	UA	16	80184313	rs12325508	LINC01229,LOC102724084
675	Liver-related	GGT	16	80497601	rs4581712	LOC102724084
676	Metabolic	HDL-C	16	81534790	rs2925979	CMIP
677	Hematological	Plt	16	85415465	rs4783183	MIR5093,GSE1
678	Hematological	Mono	16	86012599	rs9674233	IRF8,LINC01082
679	Hematological	MCH	16	87112164	rs7185669	LOC440390,LOC101928708
680	Hematological	Plt	16	88553198	rs28634651	ZFPM1
681	Protein	Alb	17	1646651	rs7212936	SERPINF2
682	Hematological	Eosino	17	4604836	rs9901392	PELP1
683	Hematological	Plt	17	4826592	rs72835078	CHRNE,GP1BA
684	Other biochemical	CRP	17	6161785	rs151233628	WSCD1,AIPL1
685	Liver-related	ALP	17	7088423	rs72837690	ASGR1,DLG4
686	Hematological	MCHC	17	8245145	rs8070734	ODF4
687	Metabolic	LDL-C	17	26664215	rs3093679	TNFAIP1
688	Hematological	MCH	17	29103166	rs12946563	SUZ12P1,CRLF3
689	Hematological	Plt	17	33873772	rs7221322	SLFN12L,SLFN14
690	Kidney-related	BUN	17	36047417	rs3110641	HNF1B
691	Hematological	Lym	17	37976469	rs9303277	IKZF3
692	Hematological	MCHC	17	42305699	rs9901595	UBTF,SLC4A1
693	Kidney-related	BUN	17	45006112	rs10853087	GOSR2
694	Metabolic	TC	17	45668509	rs62074014	NPEPPS
695	Liver-related	ALP	17	47950329	rs75432325	FLJ45513,DLX4
696	Kidney-related	BUN	17	47986197	rs271681	FLJ45513,DLX4
697	Hematological	Plt	17	57564386	rs8076752	LINC01476
698	Hematological	Hb	17	57894459	rs4257266	VMP1
699	Hematological	Mono	17	57934654	rs58681483	MIR21,TUBD1
700	Kidney-related	BUN	17	59241155	rs8073894	BCAS3
701	Kidney-related	BUN	17	65578873	rs2706702	PITPNC1
702	Electrolyte	P	17	66681582	rs35186465	LINC01482,ABCA8
703	Liver-related	GGT	17	73175294	rs35271045	SUMO2
704	Other biochemical	CK	17	76334786	rs6501199	LOC100996291,SOCS3
705	Blood pressure	PP	17	78530359	rs139293840	RPTOR
706	Protein	NAP	17	79590606	rs8075598	NPLOC4
707	Metabolic	HbA1c	17	80694826	rs8067360	FN3K
708	Hematological	Plt	18	20720973	rs11082304	CABLES1
709	Kidney-related	BUN	18	43212938	rs4890293	SLC14A2
710	Hematological	MCHC	18	43314962	rs16978474	SLC14A1
711	Liver-related	GGT	18	56086820	rs9959832	NEDD4L,MIR122
712	Liver-related	ALP	18	60054857	rs884205	TNFRSF11A
713	Hematological	Neutro	19	1000799	rs2301813	GRIN3B
714	Hematological	MCHC	19	1050874	rs12151021	ABCA7
715	Hematological	WBC	19	1123176	rs55688536	SBNO2
716	Hematological	WBC	19	3180803	rs311629	S1PR4
717	Hematological	Neutro	19	3216946	rs368975	NCLN,CELF5
718	Hematological	Mono	19	6671369	rs12461821	TNFSF14
719	Liver-related	ALT	19	10347084	rs8108722	S1PR2,MRPL4
720	Hematological	Plt	19	10740574	rs2360742	SLC44A2
721	Metabolic	TG	19	11350488	rs2278426	ANGPTL8
722	Hematological	MCH	19	16244226	rs1043407	RAB8A
723	Hematological	Lym	19	16477255	rs10404046	EPS15L1
724	Metabolic	TG	19	19379549	rs58542926	TM6SF2
725	Kidney-related	sCr	19	33358355	rs7247977	SLC7A9
726	Other biochemical	CK	19	33886713	rs8101286	PEPD
727	Hematological	Plt	19	36043097	rs2251250	ATP4A
728	Hematological	Eosino	19	40223579	rs7249415	CLC
729	Liver-related	ALP	19	49250672	rs28400013	IZUMO1;FUT1
730	Hematological	Plt	19	56639861	rs497453	ZNF787,ZNF444
731	Hematological	Plt	20	1924707	rs13042885	SIRPA,PDYN
732	Blood pressure	PP	20	19494801	rs1109605	SLC24A3
733	Metabolic	BS	20	22592430	rs1203936	LINC01384,SSTR4
734	Hematological	Baso	20	31275581	rs28530618	C20orf203,COMMD7
735	Other biochemical	PT	20	33764554	rs867186	PROCR
736	Protein	TP	20	38910697	rs7509102	LINC01370,MAFB
737	Hematological	Mono	20	48903034	rs4811020	LINC01272,LINC01270
738	Electrolyte	Cl	20	52678654	rs459044	BCAS1
739	Electrolyte	Ca	20	52714706	rs6123359	BCAS1,CYP24A1
740	Hematological	Plt	20	57597011	rs62205397	TUBB1
741	Liver-related	ALT	21	30126482	rs73186036	LINC00161,N6AMT1
742	Liver-related	GGT	21	30555154	rs10460702	MAP3K7CL,LINC00189
743	Other biochemical	CK	21	30678072	rs1153280	BACH1
744	Kidney-related	sCr	21	37781046	rs75530000	CHAF1B
745	Kidney-related	eGFR	21	37834258	rs128494	CLDN14
746	Hematological	Baso	21	39845275	rs78762153	ERG
747	Hematological	Plt	22	19688234	rs147310751	LINC00895,SEPT5
748	Liver-related	GGT	22	24994296	rs6004193	GGT1
749	Blood pressure	MAP	22	29252732	rs5762862	XBP1,ZNRF3
750	Liver-related	GGT	22	38971950	rs34346867	DMC1,FAM227A
751	Hematological	MCV	22	43105156	rs5758884	A4GALT
752	Hematological	Lym	X	3655560	rs4826685	PRKX,LOC389906
753	Electrolyte	P	X	22051034	rs178710	PHEX
754	Hematological	Plt	X	39710195	rs3002416	MIR3937,BCOR
755	Blood pressure	MAP	X	43844600	rs6609273	NDP,EFHC2
756	Hematological	MCV	X	55579210	rs150340932	USP51,FOXR2
757	Hematological	MCV	X	70073159	rs6525433	TEX11
758	Electrolyte	K	X	75385542	rs6647951	MAGEE2,PBDC1
759	Electrolyte	K	X	77473671	rs5912570	TAF9B,CYSLTR1
760	Other biochemical	CK	X	142689990	rs12557126	SPANXN3,SLITRK4
761	Hematological	Ht	X	149335808	rs150522999	LINC00894,MIR2114
762	Protein	AG	X	153189819	rs2269368	ARHGAP4
763	Protein	NAP	X	153298874	rs3027933	MECP2
